chr	pos
JAX00116759	4	21.682582
UNC6871793	4	21.855857
UNC6874102	4	22.03829
UNC6875976	4	22.184882
UNC6877625	4	22.297925
UNC6878513	4	22.379371
UNC6880209	4	22.550457
UNC6883502	4	22.782215
UNC6884670	4	22.858154
JAX00116850	4	22.919899
UNC6886276	4	22.96596
UNC6929908	4	26.409536
UNC6931782	4	26.507894
UNC6934431	4	26.666227
UNC6938795	4	26.966335
UNC040032738	4	27.05971
UNC6942818	4	27.240506
UNC6944940	4	27.354232
JAX00117184	4	27.472153
UNC6949761	4	27.597896
UNC040390531	4	27.637087
UNC6950448	4	27.643374
JAX00117198	4	27.650302
JAX00547249	4	27.668933
UNC6952078	4	27.741705
UNC6953268	4	27.844463
UNC6953823	4	27.885373
UNC6955444	4	28.016424
UNC6994954	4	30.786898
JAX00117436	4	30.810048
UNC6996595	4	30.897974
UNC6997326	4	30.947528
UNC6997896	4	31.008705
UNC6998478	4	31.056945
UNC7000784	4	31.242627
JAX00547750	4	31.367578
UNC7002982	4	31.385992
UNC040039182	4	31.577705
UNC7005557	4	31.689172
UNC7007717	4	31.850786
UNC7007958	4	31.862774
JAX00547811	4	31.878163
UNC7008858	4	31.935558
JAX00117520	4	32.020243
UNC7010259	4	32.056226
UNC7011026	4	32.097533
JAX00117535	4	32.201833
UNC7012864	4	32.210076
UNC7013402	4	32.251355
UNC7016310	4	32.474038
UNC7019058	4	32.684002
UNC7019165	4	32.697676
UNC7019866	4	32.777174
UNC7022058	4	32.908762
JAX00117591	4	32.933306
UNC7023807	4	33.013826
UNC7023891	4	33.022203
UNC7024853	4	33.082467
UNC7025290	4	33.105707
UNC040043223	4	33.26833
JAX00117619	4	33.316763
UNC7033836	4	33.770354
UNC7035292	4	33.943415
JAX00117668	4	33.970083
JAX00117669	4	33.970114
UNC7035643	4	33.977539
UNC7035827	4	33.995127
UNC7036208	4	34.041567
backupUNC040490807	4	34.049428
UNC7036892	4	34.147015
UNC7037005	4	34.160463
UNC7037350	4	34.34075
UNC7037767	4	34.382119
UNC7038917	4	34.45153
JAX00117697	4	34.493201
UNC7039840	4	34.508417
JAX00117704	4	34.582463
UNC7040804	4	34.597872
UNC7041051	4	34.618213
UNC7041502	4	34.662439
UNC7043081	4	34.760677
UNC7043603	4	34.794574
UNC7043841	4	34.820024
UNC7045413	4	34.951682
UNC7046659	4	35.034741
UNC7046794	4	35.049506
JAX00548259	4	35.116457
UNC7048205	4	35.145013
UNC7048503	4	35.165924
UNC040493917	4	35.168917
UNC7048955	4	35.213183
UNC7049915	4	35.275023
UNC7050195	4	35.308944
UNC7050896	4	35.375524
backupUNC040044633	4	36.121313
UNC7057485	4	36.122801
UNC7058021	4	36.18352
UNC7058989	4	36.313426
JAX00548377	4	36.375021
B6_rs32786595	4	40.278465
UNC7111601	4	40.513473
UNC7111977	4	40.536712
UNC7112584	4	40.567619
UNC7113087	4	40.61028
UNC7114139	4	40.681827
UNC7115460	4	40.80706
JAX00118167	4	40.835351
UNC7118700	4	41.077893
UNC7119512	4	41.176874
UNC7121581	4	41.461211
JAX00118216	4	41.474919
JAX00548922	4	41.522323
backupUNC040437864	4	41.645848
JAX00548955	4	41.741892
UNC7124415	4	41.760912
UNC7127076	4	43.020194
UNC7129204	4	43.148936
JAX00549051	4	43.229464
UNC7131911	4	43.324759
JAX00549086	4	43.343265
JAX00549093	4	43.365286
JAX00549124	4	43.407143
UNC7134471	4	43.422592
UNC7138134	4	43.710776
UNC7141918	4	43.931437
UNC040397325	4	44.016928
UNC7145145	4	44.108112
UNC7145504	4	44.133849
UNC7145763	4	44.167144
UNC7146674	4	44.253102
backupUNC040498034	4	44.293038
UNC7147729	4	44.329388
UNC7148864	4	44.403911
UNC041084362	4	49.679723
UNC7216447	4	49.694725
JAX00118768	4	49.720584
UNC7218021	4	49.80636
UNC040062820	4	49.825522
UNC7223561	4	50.282822
UNC7223984	4	50.311531
backupUNC040064006	4	50.450299
JAX00550737	4	50.956513
UNC7235558	4	51.221226
JAX00118885	4	51.29759
UNC7273887	4	54.194913
UNC7274176	4	54.214154
UNC7274295	4	54.230435
UNC7274610	4	54.256103
UNC7274850	4	54.279982
UNC7275164	4	54.297288
UNC7275589	4	54.319082
UNC7275928	4	54.34194
UNC7276268	4	54.366038
UNC7276413	4	54.378712
JAX00551262	4	54.388112
UNC7277188	4	54.439781
JAX00119123	4	54.476909
UNC7277789	4	54.511823
UNC7278067	4	54.528625
JAX00551306	4	54.566308
UNC7278627	4	54.579801
UNC7279106	4	54.623601
UNC7279541	4	54.665173
UNC7279832	4	54.687643
UNC7280569	4	54.731065
UNC040399402	4	54.733253
UNC7281052	4	54.754085
UNC7281349	4	54.774837
UNC7281848	4	54.813989
UNC7282193	4	54.840388
UNC7282416	4	54.860909
UNC7282580	4	54.875348
UNC7282869	4	54.903487
UNC7283011	4	54.921631
backupUNC040510552	4	54.933382
UNC7283848	4	55.024868
UNC7284249	4	55.055247
JAX00551427	4	55.084229
UNC7285045	4	55.120171
JAX00551431	4	55.129059
UNC7285251	4	55.131854
UNC7286182	4	55.204206
UNC7286536	4	55.228966
UNC7286811	4	55.248153
JAX00119182	4	55.253002
UNC7287423	4	55.276311
UNC7287766	4	55.293509
UNC7288025	4	55.317463
UNC7288237	4	55.339735
UNC7288423	4	55.357421
UNC7288615	4	55.379146
UNC7288807	4	55.400998
UNC7289578	4	55.444301
UNC7289977	4	55.471054
UNC7290178	4	55.488088
UNC7290481	4	55.509465
UNC7290931	4	55.548197
UNC7291429	4	55.574754
backupUNC040511515	4	55.597211
UNC7292051	4	55.61889
UNC7292268	4	55.637634
UNC7292516	4	55.66127
UNC7293551	4	55.729641
B6_04-056476856-S	4	56.463984
UNC7320555	4	57.650789
UNC7320904	4	57.67191
UNC7322324	4	57.756547
UNC7323423	4	57.829976
UNC7325161	4	57.946687
UNC7328598	4	58.164964
JAX00119417	4	58.363486
UNC7333754	4	58.517859
UNC7334884	4	58.603055
UNC7336837	4	58.739505
JAX00552186	4	58.831312
UNC7338140	4	58.831471
UNC7338347	4	58.859174
UNC7339680	4	58.948815
JAX00119466	4	59.013917
UNC7340962	4	59.029356
JAX00119469	4	59.042176
UNC7341354	4	59.073883
UNC7342857	4	59.170112
UNC7343311	4	59.223887
UNC7345072	4	59.370628
UNC040400501	4	59.418165
UNC7346185	4	59.442512
UNC040513634	4	59.731805
UNC7350679	4	59.855955
UNC7351736	4	59.931853
UNC7354872	4	62.18867
UNC040513805	4	62.293057
UNC040086369	4	62.65059
JAX00119636	4	62.692342
JAX00119638	4	62.722975
UNC7360203	4	62.753137
UNC7360814	4	62.785097
UNC7361619	4	62.843781
UNC7363860	4	63.019978
JAX00119661	4	63.028263
UNC7364458	4	63.069254
UNC7367433	4	63.265941
UNC7369362	4	63.371855
backupJAX00119690	4	63.412261
UNC7370285	4	63.426153
UNC7371038	4	63.474009
UNC7371772	4	63.533066
UNC7372193	4	63.569807
UNC7372615	4	63.603467
UNC7373082	4	63.627232
JAX00119711	4	63.677944
UNC7373964	4	63.70301
UNC7374500	4	63.734612
UNC7375371	4	63.808044
UNC7376779	4	63.905775
UNC7378497	4	64.034637
UNC7379185	4	64.087039
UNC7382024	4	64.302141
UNC7383145	4	64.369892
UNC7383428	4	64.39731
UNC7384137	4	64.454074
JAX00119770	4	64.497362
UNC7385765	4	64.580513
UNC7387317	4	64.680132
UNC040624579	4	64.707461
UNC7389083	4	64.814933
backupUNC040088866	4	64.979273
UNC7390628	4	64.982294
JAX00553875	4	69.973717
UNC7451588	4	69.975573
JAX00120641	4	76.193199
UNC7526962	4	76.264846
UNC7528789	4	76.37264
UNC7531223	4	76.518068
UNC7532641	4	76.611412
UNC7535993	4	76.857319
UNC040139607	4	76.865417
UNC7538182	4	77.002547
UNC7539331	4	77.079518
UNC7540896	4	77.161936
UNC040143298	4	77.25476
UNC7543548	4	77.320388
UNC7545085	4	77.398334
UNC7546206	4	77.474689
UNC7547690	4	77.558477
UNC7548738	4	77.631684
UNC7550055	4	77.711809
JAX00120774	4	77.987204
UNC7555564	4	78.029798
UNC7556251	4	78.074351
JAX00555187	4	78.142585
UNC7557454	4	78.185411
UNC041245847	4	78.210443
JAX00120794	4	78.236938
UNC7558694	4	78.253225
UNC7561490	4	78.420134
UNC7562354	4	78.475172
JAX00555255	4	78.531263
backuprs51462341	4	78.643015
UNC7565502	4	78.663638
JAX00120829	4	78.709088
UNC040517254	4	78.900946
UNC7568906	4	78.901826
JAX00120844	4	78.905937
UNC7570841	4	79.053277
UNC7571553	4	79.11224
backupUNC040710903	4	79.392356
JAX00555348	4	79.404141
UNC7577131	4	79.604317
UNC7578108	4	79.688147
UNC7579229	4	79.741536
backupJAX00555391	4	79.811825
UNC7580591	4	79.822356
UNC7584656	4	80.083829
JAX00555418	4	80.092177
JAX00120933	4	80.102358
UNC7585647	4	80.151844
UNC7586653	4	80.22661
UNC7591097	4	80.546352
backupUNC040523521	4	80.737082
UNC7595268	4	80.858818
UNC7596424	4	80.924665
UNC7597545	4	81.00284
JAX00555545	4	81.04046
JAX00121006	4	81.075984
UNC7598588	4	81.076245
UNC7600376	4	81.176217
UNC7601431	4	81.245565
B6_04-082337374-S	4	82.69147
UNC7633892	4	83.888721
UNC040528403	4	83.909358
UNC7634396	4	83.921146
JAX00556124	4	84.013649
JAX00556673	4	86.117051
UNC7664892	4	86.195157
backupUNC040762478	4	86.196642
UNC7665469	4	86.23477
JAX00556703	4	86.239878
UNC7665859	4	86.27028
JAX00121397	4	86.301668
UNC7668854	4	86.485246
UNC7670988	4	86.63634
UNC7671349	4	86.676425
UNC040405955	4	86.728676
UNC040531783	4	86.880212
UNC7674801	4	86.923983
UNC7676037	4	86.998071
UNC040168525	4	87.097835
UNC7677604	4	87.118837
UNC7678853	4	87.20569
UNC7679586	4	87.275947
UNC7679788	4	87.299422
JAX00556919	4	87.326605
UNC7680533	4	87.353252
UNC7681550	4	87.425157
UNC7682001	4	87.45139
backupUNC040764205	4	87.452285
JAX00556948	4	87.472613
UNC7682608	4	87.49152
UNC7683295	4	87.552621
UNC7685543	4	87.767379
JAX00556983	4	87.769671
UNC7686750	4	87.872188
UNC7687199	4	87.91257
JAX00557013	4	87.916254
UNC7688566	4	88.036396
JAX00121539	4	88.175425
UNC7694185	4	88.591355
UNC7695343	4	88.741568
JAX00557135	4	88.749777
UNC7695634	4	88.807538
UNC7699286	4	89.038771
UNC7702162	4	89.246433
UNC7703009	4	89.347662
UNC7704889	4	89.484464
UNC7705601	4	89.526653
UNC040172463	4	89.836407
UNC7710285	4	89.930525
UNC7711504	4	90.038687
backupUNC040628186	4	90.058187
UNC040532350	4	90.625465
UNC7721697	4	90.926763
UNC040532408	4	91.094285
UNC7725434	4	91.23362
UNC7728498	4	91.496927
UNC040185706	4	91.862427
UNC7737299	4	92.295029
UNC7738436	4	92.389893
UNC7739162	4	92.46569
JAX00121867	4	92.557352
UNC7744144	4	92.773894
UNC7744963	4	92.819969
JAX00557913	4	93.017135
JAX00121901	4	93.050582
JAX00121903	4	93.05142
UNC7748093	4	93.110173
UNC7750780	4	93.320758
UNC7754999	4	93.646063
UNC7755685	4	93.768116
UNC7756382	4	93.794989
UNC7758399	4	93.923238
UNC7760294	4	94.08406
UNC040200838	4	94.212704
UNC7761564	4	94.213806
UNC7762546	4	94.331671
JAX00122002	4	94.369417
UNC7764002	4	94.458902
UNC7764560	4	94.501598
UNC7766072	4	94.653607
UNC7767100	4	94.738464
UNC7767912	4	94.809534
UNC7768489	4	94.867803
UNC7769179	4	94.9613
UNC7770070	4	95.022636
JAX00558310	4	95.030493
JAX00122057	4	95.110592
UNC7772240	4	95.215317
UNC7772941	4	95.279295
JAX00558461	4	95.571566
UNC7778493	4	95.653018
UNC7780349	4	95.784712
UNC7780959	4	95.823024
UNC7782678	4	95.92816
JAX00558638	4	95.948364
UNC040204146	4	96.074505
UNC7784540	4	96.092275
JAX00122133	4	96.135945
UNC7787480	4	96.39401
UNC040537292	4	96.404566
UNC7789049	4	96.529538
UNC7812052	4	98.533023
UNC7814508	4	98.691724
backupUNC040206557	4	98.718211
UNC7815041	4	98.732958
UNC7815466	4	98.759294
UNC7816187	4	98.799152
UNC7816939	4	98.841367
UNC7817029	4	98.848961
JAX00559279	4	99.073805
UNC7820487	4	99.104015
UNC7820967	4	99.134543
JAX00559290	4	99.147363
JAX00122362	4	99.178933
UNC7822198	4	99.190742
JAX00559336	4	99.274566
UNC7824819	4	99.370209
JAX00122377	4	99.371195
UNC7835020	4	100.244355
UNC7839357	4	100.583712
backupUNC040539500	4	101.291225
UNC7849454	4	101.295357
UNC7850038	4	101.335081
JAX00559819	4	101.510323
JAX00559825	4	101.535133
UNC7852981	4	101.546954
UNC7853515	4	101.580145
JAX00122543	4	101.604324
UNC7855021	4	101.660887
UNC7856015	4	101.73283
UNC7857616	4	101.881624
backupUNC040634889	4	101.904859
UNC7858732	4	102.01617
UNC7860297	4	102.129514
UNC7863204	4	102.331264
JAX00560008	4	102.38969
UNC7864284	4	102.407326
UNC7864927	4	102.457507
UNC7868223	4	102.709272
UNC7870899	4	102.850457
UNC7871956	4	102.92483
UNC7874391	4	103.129985
UNC040213836	4	103.192116
UNC7875123	4	103.208869
UNC7880516	4	103.627309
UNC7881239	4	103.682035
JAX00122706	4	103.762401
UNC7883528	4	103.81508
UNC7884193	4	103.867119
JAX00560384	4	103.875085
UNC7885263	4	103.938784
UNC7886568	4	104.044774
UNC7886678	4	104.051494
UNC7890622	4	104.31576
UNC7891769	4	104.406484
UNC7894505	4	104.584276
UNC7895021	4	104.622864
UNC7895905	4	104.707325
UNC7898677	4	104.918087
UNC7899204	4	104.942799
UNC7899787	4	104.971988
JAX00560672	4	104.993743
UNC7900277	4	104.996295
UNC7900763	4	105.022028
UNC040716572	4	105.032234
UNC7913411	4	105.963954
UNC040546022	4	105.994069
UNC7914381	4	106.023269
UNC7916420	4	106.150268
UNC7918981	4	106.299513
JAX00122900	4	106.342238
UNC7919979	4	106.398892
JAX00561117	4	106.424337
UNC7920666	4	106.457159
UNC7922368	4	106.563953
UNC7928876	4	107.019475
JAX00122955	4	107.081596
UNC7930386	4	107.153062
JAX00122968	4	107.228446
UNC7931463	4	107.234655
UNC7938432	4	107.711055
UNC7939797	4	107.787388
UNC7943770	4	108.100582
UNC7944989	4	108.188805
backupUNC040220249	4	108.585475
UNC7951199	4	108.781209
JAX00123083	4	108.794204
UNC7951852	4	108.838069
UNC7952864	4	108.897622
UNC7953854	4	108.977421
backupUNC040221426	4	108.988349
JAX00123104	4	109.077305
JAX00123105	4	109.080397
UNC7956142	4	109.215772
JAX00561764	4	109.22468
UNC7956957	4	109.273541
UNC7959494	4	109.57431
UNC7960972	4	109.782397
UNC7961655	4	109.877614
UNC7962711	4	109.980967
UNC7963883	4	110.077683
UNC040722464	4	110.340334
UNC7966272	4	110.344547
UNC7967104	4	110.430728
UNC040222765	4	110.629939
UNC040222784	4	110.772932
UNC7971193	4	110.892754
UNC7974790	4	111.251803
UNC7980424	4	111.73742
UNC040546662	4	111.778071
UNC7981420	4	111.831845
UNC7985329	4	112.624533
UNC7987600	4	112.735179
UNC7989771	4	112.824744
UNC040548302	4	113.322856
UNC8001546	4	113.484535
UNC8016083	4	113.944654
UNC8024141	4	114.301737
JAX00562456	4	114.308551
JAX00123494	4	114.768655
UNC_rs51900929	4	114.78771
UNC8030562	4	114.822528
UNC8032732	4	115.01893
UNC8033706	4	115.097064
UNC8034650	4	115.200649
UNC8036253	4	115.511988
UNC8037085	4	115.600028
UNC8037473	4	115.658736
JAX00123567	4	115.707005
JAX00123584	4	115.945482
UNC8040300	4	115.966444
UNC8044341	4	116.377978
UNC8047943	4	116.731554
UNC040654382	4	116.811286
UNC8051510	4	117.015787
UNC8055284	4	117.336286
UNC8058208	4	117.590209
UNC8058805	4	117.678975
UNC8059190	4	117.715831
UNC8061049	4	117.843412
JAX00563128	4	117.860176
JAX00563134	4	117.87039
UNC8061614	4	117.902943
UNC8061889	4	117.930173
UNC8062377	4	117.963828
UNC8063970	4	118.060106
UNC8066785	4	118.281487
UNC8067070	4	118.305458
UNC8067502	4	118.337392
UNC8068019	4	118.366379
backupUNC040556164	4	118.413277
JAX00123774	4	118.483863
JAX00123775	4	118.48389
UNC8070350	4	118.572657
UNC8072503	4	118.699963
JAX00123790	4	118.700866
JAX00563397	4	118.731313
UNC040264212	4	118.740431
JAX00563463	4	118.941383
UNC8078170	4	119.051648
JAX00563496	4	119.058945
UNC8078659	4	119.087341
UNC8078901	4	119.099981
UNC8079333	4	119.129304
JAX00563514	4	119.174294
JAX00123826	4	119.181107
UNC8080856	4	119.227611
UNC8083285	4	119.398115
UNC8083707	4	119.429319
UNC8084061	4	119.458157
UNC8084352	4	119.4803
UNC8086913	4	119.700077
UNC8087308	4	119.722001
UNC8088447	4	119.788894
JAX00563729	4	119.934486
UNC8090248	4	119.935947
JAX00123887	4	119.99444
UNC8093042	4	120.131276
JAX00563783	4	120.180314
UNC8093800	4	120.195664
UNC8094369	4	120.234683
UNC8094616	4	120.251351
UNC8094998	4	120.293959
UNC8097673	4	120.567767
UNC8099774	4	120.715355
UNC8100144	4	120.746824
UNC8100502	4	120.810317
UNC8101999	4	120.932386
UNC8102812	4	121.005438
JAX00564025	4	121.006873
UNC8103915	4	121.095617
UNC8105308	4	121.29666
JAX00564209	4	122.854729
UNC040271813	4	122.882601
UNC8129187	4	123.95332
UNC8131551	4	124.106618
UNC8133617	4	124.233701
UNC8136843	4	124.419613
UNC8139131	4	124.560731
JAX00564741	4	124.820583
UNC8147347	4	125.198655
UNC8149025	4	125.311291
UNC8151871	4	125.47818
UNC8152152	4	125.501113
UNC8153057	4	125.546114
UNC8153526	4	125.573151
UNC8154260	4	125.611825
UNC8154525	4	125.630641
UNC8154961	4	125.658003
UNC8155357	4	125.6843
JAX00565055	4	125.690023
UNC040279033	4	125.809614
UNC8157937	4	125.887276
UNC8159570	4	125.988256
JAX00124299	4	126.037913
UNC8160403	4	126.043006
UNC8161205	4	126.107194
UNC8161707	4	126.1459
UNC8161950	4	126.171676
UNC8162356	4	126.214112
UNC8162748	4	126.24204
UNC8163342	4	126.287301
UNC8170029	4	126.783128
UNC8170315	4	126.810431
JAX00124379	4	127.108787
UNC8173433	4	127.140045
JAX00566191	4	129.308895
UNC8207612	4	129.336298
UNC8207795	4	129.346654
UNC8208264	4	129.373018
UNC8208595	4	129.394732
JAX00566223	4	129.431459
UNC8209641	4	129.455228
UNC8210053	4	129.487077
JAX00566387	4	130.139753
UNC8218314	4	130.142852
UNC8218715	4	130.171086
JAX00566398	4	130.175931
UNC8219775	4	130.260096
UNC040290398	4	130.261298
UNC8222470	4	130.529343
UNC8225263	4	130.915259
UNC8228666	4	131.104128
UNC8230603	4	131.20579
UNC8231159	4	131.243953
JAX00566599	4	131.253516
UNC8233183	4	131.337513
UNC8234115	4	131.390999
UNC8235850	4	131.514385
JAX00124695	4	131.558485
UNC8236464	4	131.560544
JAX00124700	4	131.625369
UNC8239028	4	131.790161
UNC8239546	4	131.843415
UNC8239722	4	131.901903
UNC040294343	4	131.911808
JAX00124728	4	131.999917
UNC8240857	4	132.016869
UNC8246910	4	132.619876
UNC8247610	4	132.689298
UNC8247956	4	132.72772
UNC8248966	4	132.833156
UNC8249272	4	132.863249
UNC8249319	4	132.868115
UNC8249342	4	132.87169
UNC8249361	4	132.875117
UNC8249399	4	132.879727
UNC8249491	4	132.889126
UNC8249527	4	132.893191
UNC8249550	4	132.896527
UNC8249572	4	132.901354
UNC8249648	4	132.906781
UNC8249696	4	132.909452
UNC8249825	4	132.925436
UNC8249890	4	132.93079
UNC8250659	4	132.98599
UNC8251187	4	133.027538
UNC040296531	4	133.051439
UNC8251790	4	133.102026
UNC8253152	4	133.207069
JAX00124831	4	133.378857
UNC8257631	4	133.562806
UNC8258654	4	133.628315
UNC8260506	4	133.810161
UNC8261147	4	133.855186
JAX00124869	4	133.879499
UNC8261513	4	133.881402
UNC8262260	4	133.924936
UNC8263028	4	133.96636
UNC8263428	4	133.99726
JAX00567286	4	134.011445
UNC8265223	4	134.149225
UNC8265535	4	134.186589
UNC8266620	4	134.295353
UNC8267255	4	134.334519
JAX00567396	4	134.373468
UNC8267931	4	134.374378
JAX00124909	4	134.423466
UNC8268502	4	134.425082
UNC8269012	4	134.457182
JAX00567416	4	134.46654
UNC8270994	4	134.582479
UNC8275788	4	134.901819
UNC8278487	4	135.040066
UNC8281047	4	135.207188
UNC8282911	4	135.31407
UNC8284754	4	135.426946
UNC8289409	4	135.729532
JAX00125010	4	135.742891
JAX00125033	4	136.067146
UNC8295156	4	136.121922
UNC8297132	4	136.259125
UNC8298058	4	136.325953
UNC040316624	4	136.423942
UNC8299912	4	136.481519
UNC8300204	4	136.509403
UNC8300499	4	136.552054
UNC8300774	4	136.588356
UNC8301426	4	136.621551
UNC8302213	4	136.664554
UNC8302843	4	136.704315
UNC8303991	4	136.780784
JAX00568003	4	136.804663
UNC8304513	4	136.814345
backupUNC040666605	4	136.842411
UNC8305019	4	136.852849
UNC8306152	4	136.922275
UNC8306534	4	136.94337
UNC8306814	4	136.960436
UNC8306998	4	136.97472
UNC8307036	4	136.976548
UNC8307255	4	136.98652
JAX00568067	4	136.987928
UNC8307432	4	136.998434
JAX00568088	4	137.002062
UNC8307892	4	137.025568
UNC8307968	4	137.03044
UNC8308320	4	137.052296
UNC8308485	4	137.060211
UNC8308680	4	137.071611
UNC8308840	4	137.081138
UNC8309240	4	137.102096
JAX00568141	4	137.125232
UNC8309588	4	137.126014
UNC8309951	4	137.144154
UNC8310114	4	137.152478
UNC8310679	4	137.193403
UNC8310922	4	137.21347
UNC8311024	4	137.223739
JAX00125120	4	137.231749
UNC8311234	4	137.24306
backupUNC040580735	4	137.244487
UNC8311463	4	137.260311
UNC8311667	4	137.284227
UNC8312111	4	137.317835
UNC8312309	4	137.347319
UNC8313526	4	137.441165
JAX00568226	4	137.443787
UNC8313863	4	137.469507
UNC8314768	4	137.524558
UNC8315334	4	137.562197
UNC8317138	4	137.711849
UNC8318327	4	137.803009
UNC8318817	4	137.831473
UNC8319316	4	137.862319
JAX00568289	4	137.888999
UNC8319885	4	137.891974
UNC8320404	4	137.921599
backupUNC040745256	4	137.952013
UNC8321411	4	137.98359
UNC8321908	4	138.013857
UNC8322352	4	138.044968
UNC8322836	4	138.07621
JAX00125186	4	138.105958
UNC8323552	4	138.135114
UNC8324137	4	138.166237
UNC8324551	4	138.197416
UNC8324900	4	138.2277
UNC8325248	4	138.255627
UNC8325771	4	138.288063
UNC8326311	4	138.322803
UNC8326822	4	138.359862
JAX00568430	4	138.389187
UNC8327379	4	138.408221
backupJAX00125209	4	138.427554
UNC8327934	4	138.437897
UNC040591961	4	138.446678
UNC8328214	4	138.46331
JAX00125215	4	138.506363
UNC8329046	4	138.529652
UNC8329399	4	138.55934
UNC8329707	4	138.590263
UNC8330182	4	138.617665
JAX00568471	4	138.655053
UNC8331384	4	138.679582
UNC8333943	4	138.832938
UNC8334909	4	138.892743
UNC8335356	4	138.92439
UNC8336109	4	138.984665
JAX00568528	4	139.00631
UNC8337241	4	139.072292
UNC8337463	4	139.105763
JAX00568541	4	139.119338
JAX00568542	4	139.127565
UNC8338445	4	139.176979
UNC8338670	4	139.192006
UNC8338977	4	139.231056
JAX00568575	4	139.27938
UNC8339494	4	139.28598
UNC8340774	4	139.378879
UNC8340971	4	139.407698
UNC8341111	4	139.440102
JAX00125289	4	139.485806
UNC8341542	4	139.500384
UNC8342543	4	139.557134
UNC8343218	4	139.591236
UNC8344118	4	139.651165
JAX00568686	4	139.752706
UNC8346423	4	139.803776
UNC8346676	4	139.834618
UNC8347024	4	139.864986
UNC8348167	4	139.924895
UNC8348636	4	139.952242
UNC8349017	4	139.985476
UNC8349464	4	140.013221
UNC8350598	4	140.076074
UNC8352858	4	140.219225
UNC8356058	4	140.409596
UNC8356705	4	140.439092
UNC040592126	4	140.488914
UNC8357817	4	140.501416
UNC8358427	4	140.53208
JAX00568817	4	140.559424
UNC8359119	4	140.568293
UNC8359549	4	140.593371
UNC8360174	4	140.624803
UNC8360611	4	140.649918
UNC8361248	4	140.679129
UNC8362829	4	140.773854
UNC8363214	4	140.794488
UNC8364776	4	140.873136
UNC8365034	4	140.891868
UNC8365581	4	140.924595
JAX00125402	4	140.989988
UNC8366533	4	140.996029
UNC8366831	4	141.020259
JAX00568946	4	141.049162
UNC8368368	4	141.110737
UNC8368676	4	141.136458
UNC8369261	4	141.190751
UNC8370144	4	141.25206
UNC8372175	4	141.380537
UNC8372857	4	141.414215
JAX00568998	4	141.438668
backupUNC041622616	4	141.462982
UNC8374443	4	141.495728
UNC8374853	4	141.520705
UNC8376176	4	141.653313
JAX00125452	4	141.654047
JAX00569051	4	141.738336
UNC8377193	4	141.741635
UNC8377892	4	141.806998
UNC8378774	4	141.834001
UNC8379743	4	141.909768
UNC8386403	4	142.623435
UNC8386540	4	142.632896
UNC8386886	4	142.654194
UNC8387242	4	142.673518
UNC8387914	4	142.715917
UNC8388578	4	142.759202
backupUNC040696669	4	142.77697
UNC8389016	4	142.787259
UNC8390432	4	142.878663
UNC8391022	4	142.913936
JAX00569512	4	143.000989
backupUNC040460521	4	143.001819
UNC8392364	4	143.005994
UNC8392967	4	143.033957
UNC8395116	4	143.152678
UNC8398086	4	143.353391
UNC8398916	4	143.419321
backupUNC040335674	4	143.607606
UNC8400025	4	143.66178
UNC8401473	4	143.865507
UNC8402158	4	144.140573
UNC8402765	4	144.247092
JAX00125664	4	144.486113
UNC8404368	4	144.502914
JAX00569706	4	144.543906
UNC8404857	4	144.558757
UNC8406228	4	144.667934
UNC8409004	4	144.860835
JAX00569759	4	144.901269
UNC8409792	4	144.920229
UNC8410347	4	144.987408
UNC040347172	4	145.010038
UNC8411550	4	145.135531
UNC041634270	4	145.19458
JAX00569823	4	145.21815
UNC8413213	4	145.301445
UNC8413922	4	145.383491
UNC040354445	4	147.908653
UNC8416541	4	147.918704
UNC8417318	4	147.969187
JAX00724671	4	147.986619
UNC8417694	4	148.004193
UNC8419972	4	148.166319
UNC040464547	4	148.19305
UNC8420620	4	148.21384
UNC8422235	4	148.313177
UNC8422752	4	148.341651
UNC8423806	4	148.400707
JAX00570197	4	148.431758
UNC8425496	4	148.545248
UNC8425870	4	148.578774
UNC8426194	4	148.607828
JAX00125881	4	148.61122
UNC040360878	4	148.70022
UNC8427443	4	148.711544
UNC8428486	4	148.808321
JAX00570279	4	148.855319
UNC8429723	4	148.945597
UNC8431113	4	149.087719
UNC8431505	4	149.117262
backupUNC040363260	4	149.136753
JAX00125921	4	149.148449
UNC8432035	4	149.154081
UNC8432743	4	149.221614
UNC8432826	4	149.229061
UNC8433202	4	149.269208
UNC8433433	4	149.287453
UNC8433869	4	149.327262
UNC8434279	4	149.355693
UNC8434577	4	149.378856
UNC8435000	4	149.415765
UNC8435190	4	149.432678
UNC8435462	4	149.461834
UNC8435974	4	149.493848
JAX00570428	4	149.523977
UNC8436434	4	149.528958
UNC8442491	4	149.978929
JAX00125983	4	149.987194
JAX00125984	4	149.995056
UNC8443750	4	150.063281
JAX00570612	4	150.125489
UNC8447468	4	150.283238
JAX00570661	4	150.402261
UNC8449504	4	150.449892
backupUNC040702434	4	150.660324
UNC8452532	4	150.666614
UNC8453499	4	150.723735
UNC8454694	4	150.807219
JAX00570765	4	150.813537
UNC8457313	4	150.996826
JAX00126062	4	151.028132
JAX00570835	4	151.030304
UNC8458528	4	151.073727
UNC8459521	4	151.133632
UNC8459750	4	151.151222
UNC8460072	4	151.166005
UNC8460393	4	151.183144
UNC8460531	4	151.192014
JAX00126078	4	151.2176
UNC8461054	4	151.223905
UNC8461267	4	151.237493
